sence	context
1	неудобных положений, линией наименьшего сопротивления,  который, как отмычка в руках
1	передней послышался легкий шум.  Лиза  открывала входную дверь.  Увидев свет
1	Пока Рыжков открывал  огромный замок, Катя печально смотрела
1	В тяжелом замке торчал огромный   Мамонтов отворил дверь и вошел
1	Николай Сергеевич вынул  из замка, отнес его в
1	передает сыну или верному слуге  от всех комнат, завещая не
1	Ударом копыта он открывает новый  на Геликоне ― ключ Гиппокрены. 
1	ей нравилось слушать, как нетерпеливо  царапается в скважине. 
1	До войны Дуся, уходя, клала  от замка под крыльцо: на
1	и Мефодий упал носом на  торчавший из дверного замка. 
1	деревьев, жаворонки вились в поднебесье,  звенели в прохладных рощах. 
1	нет, трюмы заперты на замки,  у хозяев. 
1	висевшими у нее за поясом  проворно выкатилась за дверь. 
1	и дело раздается отовсюду лязг  и грохот открываемых и захлопываемых
1	шесть часов утра), когда загремел  в замке и распахнулась дверь
1	дозволялось, оно было заперто на  и дежурный открывал окно только
1	запоры двигались, железо скрежетало, звенели  
1	замку он мог сделать новый  вместо потерянного, умел починить остановившиеся
1	к нему не мог подобрать  
1	и звук вставляемого в замок  
1	Огромный, похожий на пистолет  долго торкался около отверстия замка
1	этаж.  Она открывает квартиру своим   Мы входим в комнату. 
1	найдены будут многие и многие  открывающие самые тайные механизмы страданий
1	Вот   Вот замок,  Чтоб никто пройти
1	мне казалось, что сейчас загремит  в замке тяжелой двери или
1	на верхней площадке открывал своим  дверь. 
1	Дворник лез  в замок и прицеленным взглядом
1	у старухи и три хитрых  было у Башкина. 
1	Вдруг он услышал  в замке, отнял руки, испуганно
1	Надя все не попадала плоским  в щелку замка. 
1	Санька своим  отпер дверь, вошел, и хлопнул
1	Но  завертелся, защелкал в замке, засверлил
1	трикнул в парадных дверях, и
1	своей двери Вавич тыкал узким  не попадал в щелку французского
1	пальцы медленно, беззвучно поворачивали французский  Танечка смотрела, как они это
1	я слышал, как Петька щелкнул  открывая замок сарая, как заскрипела
1	от замка висит позади этого
1	Опытный слесарь легко, без  открывает незатейливый, очень плохой замок
1	дверями, за семью замками, а  у министра финансов. 
1	горой замок, замкнут тот замок,  в море брошу под бел
1	Он берет гаечный  открывает цилиндр, развинчивает все гайки
1	всегда была на замке, а  Гриньша носил с собой. 
1	закрыта на огромный замок, а  от него хранился у Бастинды
1	замке этого сундука повертывался огромный  то все уже знали, что
1	ночь запирали на замок, и  находился у дежурного офицера. 
1	Звенели шпоры, бряцали  на железном кольце. 
1	шагом чекиста, звенели в руке  
1	украдчиво горбясь, дважды повернул тугой  в замке. 
1	с шапрон-ружьями ― старуха завладела  он быстро дал ей пощечину
1	открывали тяжелые ворота, громыхая железными  
1	Гремя  они открывали двери, выходившие на
1	Она является тем  который открывает пути к полному
1	В обратную сторону  не поворачивался, и замок не
1	противников и получает прозвище «Златых  рыцарь», так как к своему
1	в полночь, в замке щелкал  
1	пушечных выстрелов.   В замке щелкнул   Вошел Бронза в сопровождении китайцев
1	ложится на диван.  Корзухин открывает  кассу.  Опять звон, тьма, опять
1	Не было  открывал бутылку с нарзаном, порезал
1	позвякивая связкой золотых и серебряных  вместе с начальником стражи открывал
1	к шкафику, достает из кармана  отпирает замок ящика, что-то перебирает
1	В замке прогремел, отпирая камеру,    Бауман сбросил ноги с койки
1	звук один: он ждал скрежета  в замке. 
1	прогремел в замке досадливо и
1	проскрежетал в замке двойным поворотом
1	его осенило: это были, конечно,  пансионские, которые при сегодняшнем переезде
1	В полдень послышался клюнувший  и характерно трахнул замок: это
1	дверь на американский замок, а  Федора Константиновича неизвестно где разгуливали
1	Жур поворачивает  в замке массивного шкафа. 
1	Гремит  в замке, и вот я
1	сами увидите.   И он поворачивает  в замке.  Маленькая узкая камера
1	Подхватила туфельки.  Вложила  тугой замок неожиданно заскрипел.   Тыклинский
1	Старец ушел и долго звенел  сперва у дверей, потом по
1	него имется келья под замком ―  тоя кельи у меня… 
1	В дверке замок навесил и  с собой носил. 
1	караульной избы вышел сторож, звеня  
1	большой избы железный запор да  звенели. 
1	а новый замкнул на кандалах,  передал стрелецкому десятнику: ― Ведите и
1	― Еще дай  от ручных кандалов.   Десятник передал
1	сторожевую избу навесили замок и  в нем оставили. 
1	из углубления в стене достала  отперла со звоном замка первый
1	пять часов утра отец брал  магазина и лично открывал его
1	шкафа маленький висячий замок с  и подала подруге. 
1	конец косы к затылку, а  положила к себе в карман
1	Вотъ гдѣ-то трижды трахнулъ  въ замкѣ, раздались смѣшанные голоса
1	за столъ, какъ вдругъ заскрежеталъ  въ замкѣ и, визжа, гремя
1	он проскользнул во двор, оставив  в замке. 
1	Это кричала женщина.   торчал в замке.  Отец Иероним
1	дверь запер на замок и  положил в карман. 
1	прошла в спальню, позвенела там  щелкнул замок, позвала: 
1	не растеряется сам: поворотами большого  он начнет открывать клапаны затопления
1	конечно, мало доступна современным астрологам,  к ней хранится у Великих
1	вспомнить, был ли в замке  
1	на крыльцо; зловеще взвизгивал старый  когда я касался замка; не
1	обувью, кто старым железом; кто  к замкам подбирает и тут
1	ни дуновения, ни шороха, только  слабо звенел. 
1	Все молчало вокруг, только  чуть слышно звенел. 
1	дверь на огромный замок, а  положили под камень. 
1	зажигает спички обратной стороной, вставляет  в замок с другого конца
1	Нельзя, нельзя», ― ответила она, вертя  в замке и напирая на
1	от двери, отомкнул замок своим  пропустил Петра, вошел сам и
1	долго цепляется в замке и
1	для визитной карточки и с  на ремешке удивительного плетения… 
1	замок чемодана, опустил ремешок с  в карман и, чуть улыбаясь
1	запирал цепь на замок, вручал  Манечке, ложился на кровать и
1	где продают старые замки и  
1	засорялась уборная, замок буфета ущемлял  или надо было передвинуть пианино
1	канализация прокашливалась и замок отпускал  на волю. 
1	Но тут щелкает  в английском дверном замке на
1	одновременным введением в него пяти  по числу ведомств, имевших право
1	Завязался обычный разговор.    заскрипел в замке.  Витя вздрогнул
1	захлопнув ящик, два раза повернула  в замке. 
1	Федосьев повернул  в замке, носильщик поднял крышку
1	[Жан-Батист Поклен де Мольер, муж]   Арманда!     в замке мгновенно поворачивается.   Мольер
1	[Жан-Батист Поклен де Мольер, муж]   (Опускается в кресло.    в замке поворачивается.  ) [Аманда Бежар, жен]   (за дверью
1	запереть уборную на замок и  выдавать в каждом отдельном случае
1	и, войдя в комнату, повернул  в замке слева направо. 
1	Недоумевая, я вложил  в опроставшуюся скважину и отщелкнул
1	полозьями пишет по снегу, он  верещит в замке, он морозом
1	ступенях появились быстрые женские ноги.   заиграл в замке, дверь открылась
1	последней площадки, передохнул и, хрустнув  в замке, вошел в прихожую
1	закрылась, щелкнула задвижка, да еще  повернулся дважды в замке. 
1	караула Андрей Кондратыч, открывая винтовым  дверь своей лачужки, приостановился прислушаться
1	Петрова вытащила изъ кармана связку  отыскала въ ней небольшой ключъ
1	съ господами, открывалъ двери своимъ  оставался обыкновенно до полуночи. 
1	открываютъ либо по звонку, либо  
1	минут опять вставил в замок  и, сунув Тиррею небольшой сверток
1	снаружи замок, но не повернул  
1	Галеран.  Их состояние напоминало перекрученные  замки.   Взяв руку приговоренного, Галеран
1	пятый этаж, привычным движением повернул  в трех замках и вошел
1	Конец!   и Замок.   7 вечера. 
1	он открывал ее, запер на  старик дверь. 
1	встал, подошел к двери, повернул  в замке, посмотрел на луну
1	от гардеробной комнаты обыкновенно находился
1	угол и с облегчением увидела  в замке: теперь, как и
1	что-то отпирал и запирал, звенел  шуршал бумагами, вздыхал. 
1	в сердце Степана вложила, будто  в замок. 
1	снабдили решетками, соорудили прочный замок,  от которого по условию должны
1	матовое стекло двери и гремит  
1	безуспешно роюсь в карманах, отыскивая  от английского замка входной двери
1	оборвавшимся дыханием, как повернулся ее  в замке, как бесшумно, на
1	заржавевших засовов, замков с потерянными  витрин, вымазанных белилами, точно рожи
1	обратил кондукторский щелк в звук  отпирающего райский замок. 
1	скользнула прочь, дважды осторожно хрустнул  в замке; теплота вернулась. 
1	кинулась к двери, чтобы повернуть  в замке. 
1	Давать замок, золотые   Золотые ключи, чтоб не спать
1	заперлась, лязгнул замок, и щелкнул  
1	Ферапонт встал, нашел в связке  от калитки, отомкнул большой навесной
1	Еванька завел  от чердака в кольцо, запер
1	бегом к дому, открыл своим  американский замок, юркнул в дверь
1	Он не мог попасть  в скважину замка и принялся
1	рук сына большое кольцо, выбрал  отомкнул замок на воротах и
1	торопясь, поднялся со скамейки с  в руке и, всматриваясь в
1	Марья еле  в замок попадает, тычет, а
1	нервного трудового дня она открывала  дверь своей комнаты ― комнаты «холостой
1	стихи, запирали комнату, дважды повернув  в замке, и с видом
1	тряся седенькими космами, вставил он  в замок. 
1	в замке торчал только то
1	под замком, заперев ее на  она во всех людях, невидимая
1	будто кто снимает замки, царапает  а по ее телу ползают
1	рыгая и сопя, долго звенел  не попадая в замок, но
1	сторожа на мост звеня упали  
1	Сундуки железом кованные,  Замки жестяные,   золотые. 
1	таинственнаго сада Звенят на поясе
1	она крадется ― так не услышишь  а уходит ― нарочно ключами звенит
1	защелкал по замку, прыгая в
1	Вышел дежурный и, лязгая  по скважине, стал открывать дверь
1	и соловьиного эхо, бесшумно повернула  в замке. 
1	Взводятся замки бескурковок либо  затвора, каков бы он ни
1	сохраняется ружье при подъеме замков  затвора, но чтобы не слишком
1	запертой двери, но не дал  от замка; узнав кое-что, я
1	Дюрок взял от Попа длинный  и вставил его в замок
1	двери закрыты, он торопливо выдернул  и бросился бежать по коридору
1	Щелканье  в замке, скрип двери заставили
1	к озолинскому купе, запасенным железнодорожным  тихонько повернул замок и приоткрыл
1	показал, что все они открывались  так как отмычки, даже при
1	дверями, запираюсь десятью замками, отсылаю  кит-рыбе. 
1	на землю и принялся огромным  отпирать тугой замок. 
1	и медленно пошел вниз, звеня  
1	Он ввел  в замок, открыл дверь, вышиной
1	замка (дверь лаборатории всегда закрывалась  со стороны кабинета). 
1	Бабка звенела  вынимая зачем-то старый пиджак и
1	долго шарил за наличником ― искал  крякнул: 
1	Мимо двери, звеня  плыл красный огонек папиросы. 
1	повесил на дверь замок, отдал  в домком и через неделю
1	В замке щелкнул  дверь распахнулась, и в свете
1	Вот он,  к сибирским просторам, вот он
1	слышал, как в замке щелкнул  
1	ящика, открытого двойным звенящим поворотом  выглянул на свет божий аккуратно
1	переживание, подходящее к нему как  к замку. 
1	на замке или своим собственным  от выходной двери. 
1	в круговой корридор, и вставила  в замок. 
1	повернулся в замке сперва изнутри
1	в замке щелкнул, как твердо
1	приоткрылся «глазок».  В замке щелкнул    ― На допрос. 
1	Атаманша бросаетъ Растригѣ связку звенящихъ    ― Пить хочу, задыхаюсь… 
1	издѣлій (желѣзныхъ кроватей, умывальниковъ, замковъ,  ножей, ножницъ и проч.  ).
1	― Ломайте замок ―  потерян, ― громко сказал Ромась. 
1	Получив наконец окончательное круговое движение,  пропахал таинственные внутренности замка, став
1	Он запер на замок моленную,  положил в карман и вечером
1	сундуками, сбрасываемыми на прилавок, звенели  и замки. 
1	разложены железные замки с воткнутыми  привязанными на ниточке, ножи и
1	звякнули, и в крошечной темной
1	привычная рука быстро вкладывает заветный  в скважину замка. 
1	кабаллистическими формулами замков, не отмыкающими  Апокалипсиса и дэндизмом Барбэ д
1	в замке повернулся, ― с этой
1	крушении старых народов пробиваются новые  
1	Рылов долго не мог попасть  в замок, а когда отпер
1	расходные книги, весы и крепкие  к американским замкам». 
1	которыми радостная слиянность звенит золотыми  Оно». 
1	Неприятный лязг  в скважине замка невольно заставил
1	Вновь застучали шаги, загремели  завизжали замки, и вновь из
1	Тяжелый  повернулся в огромном замке тюремной
1	Когда он открывал  внимательно согнув спину, калитку, а
1	Кранц подошел к калитке, вынул  и, внимательно согнувшись, стал открывать
1	открываю ворота родного города, передаю  и ухожу в сторону, в
1	желтой клеенкой дверью.  Заскрипел под  замок.  На пороге стояла старуха
1	|  Тайна подобна замку,  от которого потерян. 
1	Вот, извольте.  Чудные  все на один замок.   И
1	гимназии уже выпускали, открывая дверь  
1	замок, затворяющийся сжатым воздухом (без  
1	к личине, где смазал, где  подобрал, вышла добра целая полка
1	забрались воры, с помощью подобранного  к замку парадной двери, выходящей
1	воры проникли в магазин, подобрав  к замку, которым была заперта
1	глаза и брякнул, точно замок  запер: 
1	Борис Романович, и Алехин повернул  в замке. 
1	― Мой замок имеет свой  и чужим ключом он не
1	С протяжным звоном повернулся  в замке, и яркий свет
1	не должен слышать: у меня  с собою, которым открываю неслышно
1	вслед щелкнула задвижка, как повернулся  в замке, ― и девочка поняла
1	дверь захлопнулась за хозяевами и  повернулся в замке снаружи, Андрюша
1	В ту же минуту  звякнул в замке, дверь скрипнула
1	в специальные латы и пояса,  от которых хранил при себе
1	мы стали бы перебирать связку  пробуя их один за другим
1	Бомелиус повернул  в замке ящика; раздался странный
1	по крайней мере, именно этим  силою своею натурализма, иррациональной мощью
1	висячий замок арестантской не запирается:  куда-то затерян, и железная дужка
1	комнаты и из сада, оставив  в замке калитки. 
1	По его словам,  от замка таинственного здания у
1	заложив болт, запер замок, а  взял с собою. 
1	Разве  лежавший в его кармане, не
1	княжны, нащупал калитку и, вложив  в отверстие замка, повернул его
1	как щелкнул замок от повернутого  после чего фигура скрылась за
1	густо пахнет парашей; надзиратель размахивает  и они звенят сухоньким, скупым
1	я решил было сначала выдернуть  из замка и запереть в
1	Снова встав, я потихоньку повернул  в замке моей двери как
1	ящик, запертый секретным замком, но  должно быть, хранятся у «его
1	захлопнулась за ним и загремел  поворачиваемый в замке. 
1	виде всю философскую истину, обладающей  отмыкающим все замки. 
1	и вызвала попытку отмыкать этим  замки, для которых он совершенно
1	применения политикоэкономических понятий в качестве  открывающего двери ко всем замкам
1	дай мне, пожалуйста, замок с  
1	не заключалось в простом поворачивании  вправо. 
1	открыть замок с помощью подобранного  
1	Цацкиным дверь, повернул в замке  и вернулся к столу. 
1	заперта тяжелым засовом и замком,  от которого оказался в кармане
1	На клубок надеты замок (или  и ножницы. 
1	из запертой квартиры, через подбор  к замкам у двери и
1	взглянул на надзирателя, который погремел  в замке и распахнул передо
1	У калитки он вынимает  но руки его дрожат, он
1	Я беру у него  и открываю калитку. 
1	секунд длится короткая, немая борьба.   щелкнул в замке.  Маня остается
1	звонит.  Он открывает дверь своим   В ярко озаренной передней нет
1	Вынув из кармана  он отпер замок и открыл
1	Успехи:  дан, замок отперт, дверь отворена
1	Сила, единственное отцовское наследство,  сейчас бьет через край, играет
1	Но  не подошел к замку, и
1	Вот она заперла двери на  глухо щелкнул замок. 
1	святого Антония Падуанского, под замком,  от которого может быть получен
1	Кто же теперь наследует  королевского замка, и тайну подземного
1	их предварительно и дважды повернув  в ржавом замке. 
1	Щелкнула задвижка, повернулся  в ржавом замке, и я
1	Кражи производились при помощи  от кордегардии, подходивших к замкам
1	Он взял огромный  и, прежде чем сунуть его
1	и Михель, отняв у неё  отпер сам. 
1	ящик и запирает его на  наказав Обри сломать замок и
1	магазина совершена кража посредством подбора  к внтуренним замкам переднего входа
1	много воровских инструментов и связка  от вагонных замков товарных поездов
1	Что в них содержится  открывающий страшно многое, в этом
1	Приказчик бежит в кухню, приносит  бежит впереди и открывает скрипучую
1	замки видимо отперты, по-видимому, подобранными  
1	на Арбате, при помощи подобранных  к дверным замкам обокрадена квартира
1	что  лесть ―  ко всем замкам; щедро раздавал
1	отпереть: дверь была заперта на  
1	из-под каменных берегов звенят подземные  и чернеют пещеры, полные темной
1	―  как вы видите, на месте
1	был, и тем моим словам  и замок. 
1	Рождественке громилы при помощи подобранных  к дверным замкам, проникли в
1	с собой холодный, твёрдый лязг  
1	об учении, говорит: «Бесполезен золотой  когда не приходится к замку
1	у многих из них большим  замки не отпираются. 
1	эти отпираются только простым деревянным  а большому патентованному ключу туда
1	перекрестился ― и на паперть.  Насилу  в замок попал.  Отворяю дверь
1	темную ржавую связку не то  не то замков, бросил ее
1	Все сразу хотят найти  ко всем замкам и одну
1	Родам бегала по комнатам, звеня  приготовляя стол для обедов и
1	потом круто повернулся и, звеня  полез в стол. 
1	перед наковальней, сидит Клещ, примеривая  к старым замкам. 
1	Захлопнулась тяжелая дубовая дверь, щелкнул  в замке, и я остался
1	по адресу часового и щелканье  в замке. 
1	напирает на двери и гремит  в замке… 
1	на ноги, вынул из кармана  и отпер замок. 
1	награды, в руках их звенели  на головах развевались венчальные покрывала
1	Иван дрожащими руками совал  но не мог попасть в
1	в локти.  Иван продолжал лязгать  по замку.  Варвара Васильевна, бледная
1	кулак, как будто вы отворяете  замок. 
1	Поверну  в замке, отопру мерзостный ларчик
1	догадалась, что Моро, заметив пропажу  спрятал письма в другое место
1	Борух запер синагогу и  от замка спрятал в сапог
1	один вход, запиравшийся на замок,  от которого вручался особому выборному
1	протягивали руки, и один конвойный  отпирал замок на наручнях и
1	столу, повернул торчавший в замке  дважды и спрятал его себе
1	громко щелкнул в громадном замке
1	кольца висячим замком и положил  в расщелину одного из бревен
1	и ворота на замок, а  в карман. 
1	замок; он ко мне: «Где  
1	Сторож  в замок не попадет, а
1	ко всякому замку устроила и  который сама помогает отыскать, когда
1	невнятно приказывал лакею, который звенел  отворяя шкап. 
1	только пчелы, звенела тонкая струйка  
1	амбара к амбару и звенит  точь-в-точь как помещик доброго старого
1	ее карцер другим замком, а  взял к себе. 
1	заперла на тридевять замков и  положила в карман. 
1	она не могла сперва найти  а потом попасть в замок
1	дверь номера, в замке которой  с внутренней стороны не было
1	Она слышала, как вложили  в замок ее двери. 
1	проберусь всюду, у меня есть  который отпирает все замки, этот
1	Нилочка вынула  из замка, спрятала себе за
1	зловеще щелкнувший замок запиравшейся на  двери. 
1	услыхал, как в замке зазвенел  
1	Замок,  от которого хранился у контролера
1	теперь моя мысль, и, вынимая  из замка, пока я выходил
1	― сказала няня, поворачивая  в тяжелом замке. 
1	ее в заднюю избу и  от замка повесил себе на
1	И за ней звенит  она заперлась. 
1	тотчас закрыл ее, бесшумно повернув  в замке. 
1	Ни один из  не подходил к замку. 
1	кольца и висячий замок с  висевшим лишь на одном кольце
1	на замок запру и отцу  отдам… 
1	и с заботливым видом спрятал  
1	на двери три замка, а  в воду. 
1	хватит Запри на замок, и  принеси ко мне. 
1	топор, вошел в чулан, переместив  заперся изнутри и с небольшим
1	Замок вместе с  упал на землю, а дверь
1	Вынув  из замка, он бросил его
1	коридорный ругнул этот замок и  и решился испробовать последнее средство
1	запер комнаты на замок, отдал  сторожу и ушел в гости
1	следить за их пребыванием на  
1	невыразимой осторожностью повернул он этот  в замке, чтобы не вызвать
1	в замке дважды щелкнул, дверь
1	заперла дверь на крюк и  оставила изнутри в замке. 
1	замка (значит, само собою, вынув  и затем, когда обернулась к
1	этом именно Сарра и положила  в карман. 
1	дужки, кто стенки, кто сверлил  
1	«Я хорошо помню, что  она вложила в замок». 
1	ремешка, отворил одним из этих  замок железной двери, а шедший
1	заперта дверь, отдал от нее  офицеру, с крепким наказом не
1	все, но только тогда, когда  этот просунут до замка. 
1	его, вы дверь заперли и  вставили в свой замок. 
1	и поставил, и запер, и  к себе в карман положил
1	Чу!   повернулся в замке, тарелки стукнули
1	дерева, с замками, скобами и  выкованными и вырезанными «нарочно». 
1	Вынул из кармана  Николай Александрыч и отпер тяжелый
1	тридевяти тремя замками, тридевяти тремя  
1	[Евдоким Егорыч Стыров, муж, 50]   (Встает.    остается в замке ящика.   Передает
1	по мне, однако я вложила  в замок. 
1	в дом и запереть на  на замок… чтоб она… пальцем
1	Хо-хо!»   щелкнул в замке.  Я вздохнула
1	а то ломать придется», другой  отдал мне: «А то забудешь
1	шкафа, сундука или стола с  хотя давно миновало то время
1	ворота запирались на замки, а  от них отбирались; монахам запрещалось
1	Васильевны хотя были заперты, но  от них находился в замке
1	потом более тихо: «Прощай!»  ― И  щелкнул в замке.   Нежданов опустился
1	спать, он слышал, как щелкнул  в звонком английском замке. 
1	на замок, а в щелке  не было. 
1	полны такой цельной веры, что  к замку человеческого счастья найден
1	Могломе или шкатулки в три  т. е. с тремя внутренними
1	торговом и стратегическом отношениях, как  открывающий Гязскому берегу, (а следовательно
1	двор на замок и, повесив  под божницею, твердо молвил: 
1	Я заперлась на  но знала уже по опыту
1	часов около девяти, послышалось повертывание  в замке; дверь отворилась, и
1	моя рука, повертывающая в замке  
1	обыкновению, была заперта на замок;  был унесен графом с собой
1	запер дверь на замок, а  положил сверху дверей в щель
1	дверях Ларисы щелкнул замок, повернутый  из ее спальни. 
1	Повернув  в замке, он прислушался: в
1	твердою поступью вышла за дверь,  которой поворотился за генеральшей одновременно
1	запертою дверью послышался неистовый визг;  повернулся в замке, дверь с
1	дверь на замок и положил  в карман. 
1	дверь на замок и, опустив  в карман своего платья, села
1	на всех, потом осторожно взял  со стола, приложил один из
1	раза два повернул в замке  и, с неприятным скрипом толкнув
1	Засов загремел за воротами,  завизжал в замке, потом самые
1	плотно притворила дверь и повернула  в замке. 
1	Звеневшие  были от домашних шкафов, сундуков
1	замок перед вами, приберите и  
1	в скважину ― заперто изнутри, и  в замке оставлен. 
1	щелкнул в замке, и Сусанна
1	разрушающее всевозможные твердыни, отмыкающее без  всевозможные замки. 
1	Домбрович вынул  и долго не мог его
1	Замки,  и тому подобные мелкие вещи
1	прячется под замок, от которого  она носит на шее, вместе
1	Колибри тотчас к ней подбежала…   звонко щелкнул в замке.   XVII
1	Возле  с левой стороны впадает в
1	ему какой-то вздор и держат  в кармане… а точка исчезает
1	Визгнул  в замке ― и крепкие петли
1	к ее двери, каждый поворот  в замке заставлял ее бледнеть
1	щелкнул в замке, пружинная крышка
1	висячий замок, а потом другим  отпер уже самую дверь и
1	Manu intrepida поворачивал он  в дверном замке и, усевшись
1	Бертольди повернула в замке  произнесла: «факт», и вышла за
1	Вертит это  в замке, вертится ключ во
1	от замков на каждой двери  в конторе ждет хозяев. 
1	лисицу поймали!   Самойло звенел   За воротами кто-то тихо охал
1	на замок ворота и опустив  в карман своего капота. 
1	Замок водян,  древян:  Зайцы перебегли, а ловец
1	двери церковные на замок и  кладет себе в карман, а
1	просвещение, поймет, что замок и  изобретены на то, чтобы законный
1	подвал, запер огромным замком и  положил к себе в карман
1	Вот прикладывается  к огромному замку, но еще
1	будто заперлась на замок и  бросила в воду. 
1	эти замки, заключается в бородке  в которую каждый раз, когда
1	Потом, забыв вынуть  из тульских замков у бюро
1	запыхавшейся Чекки и побрякивание связки  возвестили наконец приближение живого существа
1	затворы загремели в ее руке,  щелкнул и повернулся с трудом
1	Дверь была заперта,  в замке не было. 
1	Падрэ вложил  в замок, повернул, открыл, и
1	ротонду, были заперты на замок,  оставался вверху, на кушаке Чекки
1	туда, затворила свою спальную извне  находившимся в замке, и бросилась
1	В замке есть  бегущий из ближнего ущелья. 
1	лепки, крепче камня и булата:  им в небесной высоте, а
1	да зубы замок, язык мой ―  
1	И брошу я  в море; останься замок в
1	шаги и пожилой человек, повернув  в замке, тихо отпер, подавая
1	своим видом калач, только черный;  от этого замка Герасим всегда
1	тем не менее весьма искусно;  к ним тоже деревянные. 
1	Изъ  бывшихъ въ домѣ, ни одинъ
1	стараясь наклониться, чтоб отпереть замок  который у него был на
1	выпроводил Мавру в кухню, потребовал  и запер ее там на
1	сердце есть замок, от которого  затерян в 125 году после
1	возвратился тотчас и начал вкладывать  в замок. 
1	заскрипел в заржавленном замке, и
1	прислушиваюсь, не звенят ли маменькины  у кладовой? 
1	повернулся в замке; дверь отворилась
1	Они!  Надежды нет,  Звучат  замки, запоры.   Зовут… 
1	имя, я оставляю при Вас  конечно, не от рая, по
1	я чувствовал, что кровь горячим  переливалась в моих жилах, частые
1	листьями… что-то щелкнуло, как будто  повернулся в замке… 
1	впереди: роговой гребень, железный зубчатый  от его висячего замка и
